departure_code,arrival_code,pos_provider_code,route_type,direct_flight_only,allowed_inbound_days,allowed_outbound_days,sum_of_oneway
PUJ,HRG,condor.com,airport,false,*,*,false
MIA,BEY,condor.com,airport,false,*,*,false
MBJ,STO,condor.com,airport,false,*,*,false
ROM,FRA,condor.com,airport,false,*,*,false
NYC,AMM,condor.com,airport,false,*,*,false
MIA,ULN,condor.com,airport,false,*,*,false
LEJ,LIS,condor.com,airport,false,*,*,false
SAT,ALG,condor.com,airport,false,*,*,false
HRG,WAW,condor.com,airport,false,*,*,false
FRA,STO,condor.com,airport,false,*,*,false
FRA,DTT,condor.com,airport,false,*,*,false
HAV,MIL,condor.com,airport,false,*,*,false
FRA,SVX,condor.com,airport,false,*,*,false
HAV,MOW,condor.com,airport,false,*,*,false
HAM,DXB,condor.com,airport,false,*,*,false
HAV,NBO,condor.com,airport,false,*,*,false
FRA,FEZ,condor.com,airport,false,*,*,false
HAV,OSL,condor.com,airport,false,*,*,false
FRA,LAS,condor.com,airport,false,*,*,false
HAV,SSH,condor.com,airport,false,*,*,false
HAM,CFU,condor.com,airport,false,*,*,false
FRA,CMN,condor.com,airport,false,*,*,false
HAV,CPT,condor.com,airport,false,*,*,false
FRA,ROM,condor.com,airport,false,*,*,false
HAM,SMI,condor.com,airport,false,*,*,false
HER,FRA,condor.com,airport,false,*,*,false
JNB,WAW,condor.com,airport,false,*,*,false
HAV,ALG,condor.com,airport,false,*,*,false
FRA,GRX,condor.com,airport,false,*,*,false
FRA,SAT,condor.com,airport,false,*,*,false
HRG,LEB,condor.com,airport,false,*,*,false
HAM,LIS,condor.com,airport,false,*,*,false
HAM,BUH,condor.com,airport,false,*,*,false
KVA,MUC,condor.com,airport,false,*,*,false
HRG,NUE,condor.com,airport,false,*,*,false
HAM,NKC,condor.com,airport,false,*,*,false
HRG,SUF,condor.com,airport,false,*,*,false
HOG,FRA,condor.com,airport,false,*,*,false
HRG,YVR,condor.com,airport,false,*,*,false
FRA,SDQ,condor.com,airport,false,*,*,false
IBZ,DXB,condor.com,airport,false,*,*,false
HRG,BEG,condor.com,airport,false,*,*,false
FRA,USM,condor.com,airport,false,*,*,false
FRA,BGI,condor.com,airport,false,*,*,false
FRA,BER,condor.com,airport,false,*,*,false
FRA,JAX,condor.com,airport,false,*,*,false
HAM,TCI,condor.com,airport,false,*,*,false
HRG,DUB,condor.com,airport,false,*,*,false
FRA,HRE,condor.com,airport,false,*,*,false
HAV,BEG,condor.com,airport,false,*,*,false
FRA,BRU,condor.com,airport,false,*,*,false
FRA,SPU,condor.com,airport,false,*,*,false
HAV,BER,condor.com,airport,false,*,*,false
LAS,BEG,condor.com,airport,false,*,*,false
HAM,ADA,condor.com,airport,false,*,*,false
LAS,MCT,condor.com,airport,false,*,*,false
BGI,AMM,condor.com,airport,false,*,*,false
DUS,MPL,condor.com,airport,false,*,*,false
FKB,PMI,condor.com,airport,false,*,*,false
BOS,BRU,condor.com,airport,false,*,*,false
AGA,CAI,condor.com,airport,false,*,*,false
BOS,FRA,condor.com,airport,false,*,*,false
EAP,PMI,condor.com,airport,false,*,*,false
AGA,HRG,condor.com,airport,false,*,*,false
AYT,DUS,condor.com,airport,false,*,*,false
CFU,DUS,condor.com,airport,false,*,*,false
DUS,RAK,condor.com,airport,false,*,*,false
CGN,BCN,condor.com,airport,false,*,*,false
DUS,SVQ,condor.com,airport,false,*,*,false
CGN,MAN,condor.com,airport,false,*,*,false
DXB,RIX,condor.com,airport,false,*,*,false
BER,BKK,condor.com,airport,false,*,*,false
EVN,TGD,condor.com,airport,false,*,*,false
BER,BOM,condor.com,airport,false,*,*,false
DUS,CPH,condor.com,airport,false,*,*,false
CPT,AYT,condor.com,airport,false,*,*,false
DUS,LON,condor.com,airport,false,*,*,false
AGA,DXB,condor.com,airport,false,*,*,false
DUS,PZU,condor.com,airport,false,*,*,false
CPT,PAR,condor.com,airport,false,*,*,false
DUS,RBA,condor.com,airport,false,*,*,false
CUN,BEY,condor.com,airport,false,*,*,false
AGP,HAM,condor.com,airport,false,*,*,false
CUN,BRU,condor.com,airport,false,*,*,false
DUS,ZTH,condor.com,airport,false,*,*,false
CUN,DOH,condor.com,airport,false,*,*,false
BGI,CAI,condor.com,airport,false,*,*,false
CUN,DXB,condor.com,airport,false,*,*,false
AGP,RUH,condor.com,airport,false,*,*,false
DTM,PMI,condor.com,airport,false,*,*,false
EVN,FRA,condor.com,airport,false,*,*,false
BER,EVN,condor.com,airport,false,*,*,false
FDH,PMI,condor.com,airport,false,*,*,false
BER,IXM,condor.com,airport,false,*,*,false
BKK,RAK,condor.com,airport,false,*,*,false
DUS,CLJ,condor.com,airport,false,*,*,false
BER,LPA,condor.com,airport,false,*,*,false
YVR,LYS,condor.com,airport,false,*,*,false
ZRH,LCA,condor.com,airport,false,*,*,false
SEA,SJJ,condor.com,airport,false,*,*,false
SFO,ZRH,condor.com,airport,false,*,*,false
YTO,BEG,condor.com,airport,false,*,*,false
SLC,FRA,condor.com,airport,false,*,*,false
VRA,MAN,condor.com,airport,false,*,*,false
YEA,ATQ,condor.com,airport,false,*,*,false
YYC,ZRH,condor.com,airport,false,*,*,false
SEA,ZRH,condor.com,airport,false,*,*,false
SAT,DXB,condor.com,airport,false,*,*,false
YHZ,RUH,condor.com,airport,false,*,*,false
YTO,BER,condor.com,airport,false,*,*,false
YTO,GZP,condor.com,airport,false,*,*,false
YEA,MCT,condor.com,airport,false,*,*,false
YHZ,SKP,condor.com,airport,false,*,*,false
YTO,BUH,condor.com,airport,false,*,*,false
ZRH,RHO,condor.com,airport,false,*,*,false
TCI,HAM,condor.com,airport,false,*,*,false
YHZ,CJB,condor.com,airport,false,*,*,false
SFO,MUC,condor.com,airport,false,*,*,false
YTO,HTY,condor.com,airport,false,*,*,false
SFO,THR,condor.com,airport,false,*,*,false
SMI,CPH,condor.com,airport,false,*,*,false
YVR,BRU,condor.com,airport,false,*,*,false
YTO,ISB,condor.com,airport,false,*,*,false
TCI,NUE,condor.com,airport,false,*,*,false
SMI,DUS,condor.com,airport,false,*,*,false
STR,LPA,condor.com,airport,false,*,*,false
SEA,ULN,condor.com,airport,false,*,*,false
YVR,MED,condor.com,airport,false,*,*,false
SDQ,SJJ,condor.com,airport,false,*,*,false
YVR,ZRH,condor.com,airport,false,*,*,false
YHZ,DEL,condor.com,airport,false,*,*,false
YYC,BOM,condor.com,airport,false,*,*,false
YTO,KRK,condor.com,airport,false,*,*,false
STR,RHO,condor.com,airport,false,*,*,false
SDQ,AMM,condor.com,airport,false,*,*,false
STR,VIE,condor.com,airport,false,*,*,false
YTO,KWI,condor.com,airport,false,*,*,false
STR,VLC,condor.com,airport,false,*,*,false
YTO,LEJ,condor.com,airport,false,*,*,false
SFO,MOW,condor.com,airport,false,*,*,false
SFO,BKK,condor.com,airport,false,*,*,false
SUF,LYS,condor.com,airport,false,*,*,false
YTO,LKO,condor.com,airport,false,*,*,false
ZRH,MUC,condor.com,airport,false,*,*,false
YTO,LON,condor.com,airport,false,*,*,false
YVR,BAK,condor.com,airport,false,*,*,false
YHZ,HYD,condor.com,airport,false,*,*,false
YEA,DUS,condor.com,airport,false,*,*,false
SPU,DUS,condor.com,airport,false,*,*,false
STR,DTT,condor.com,airport,false,*,*,false
TAB,GOT,condor.com,airport,false,*,*,false
STR,FNC,condor.com,airport,false,*,*,false
SEA,ROM,condor.com,airport,false,*,*,false
SEA,AYT,condor.com,airport,false,*,*,false
SPU,PSR,condor.com,airport,false,*,*,false
SDQ,BKO,condor.com,airport,false,*,*,false
YEA,BOM,condor.com,airport,false,*,*,false
SDQ,BUD,condor.com,airport,false,*,*,false
SFO,BRU,condor.com,airport,false,*,*,false
SEA,ZAG,condor.com,airport,false,*,*,false
YTO,ROM,condor.com,airport,false,*,*,false
YEA,KWI,condor.com,airport,false,*,*,false
VRA,HAJ,condor.com,airport,false,*,*,false
SFO,KRK,condor.com,airport,false,*,*,false
VIE,PPT,condor.com,airport,false,*,*,false
YEA,RUH,condor.com,airport,false,*,*,false
STR,AMS,condor.com,airport,false,*,*,false
YYC,BEY,condor.com,airport,false,*,*,false
YTO,SKP,condor.com,airport,false,*,*,false
VRA,MOW,condor.com,airport,false,*,*,false
YTO,SOF,condor.com,airport,false,*,*,false
XRY,DUS,condor.com,airport,false,*,*,false
YTO,STV,condor.com,airport,false,*,*,false
SEA,KWI,condor.com,airport,false,*,*,false
YTO,SYZ,condor.com,airport,false,*,*,false
YHZ,BAK,condor.com,airport,false,*,*,false
YTO,BAH,condor.com,airport,false,*,*,false
YTO,CMB,condor.com,airport,false,*,*,false
STR,ATH,condor.com,airport,false,*,*,false
SFO,MIL,condor.com,airport,false,*,*,false
YTO,TLL,condor.com,airport,false,*,*,false
STR,WAS,condor.com,airport,false,*,*,false
YTO,TUN,condor.com,airport,false,*,*,false
SUF,DUS,condor.com,airport,false,*,*,false
YTO,TZX,condor.com,airport,false,*,*,false
ZRH,BUD,condor.com,airport,false,*,*,false
YEA,DMM,condor.com,airport,false,*,*,false
ZRH,HAJ,condor.com,airport,false,*,*,false
YTO,ZAD,condor.com,airport,false,*,*,false
ZRH,TLV,condor.com,airport,false,*,*,false
YTO,ZAG,condor.com,airport,false,*,*,false
ZRH,MIL,condor.com,airport,false,*,*,false
SEA,ATH,condor.com,airport,false,*,*,false
ZRH,PAR,condor.com,airport,false,*,*,false
VRA,BCN,condor.com,airport,false,*,*,false
YVR,AUH,condor.com,airport,false,*,*,false
SAT,CMN,condor.com,airport,false,*,*,false
YTO,HRG,condor.com,airport,false,*,*,false
YHZ,MAA,condor.com,airport,false,*,*,false
LPA,AMD,condor.com,airport,false,*,*,false
PUJ,ECN,condor.com,airport,false,*,*,false
MIA,JED,condor.com,airport,false,*,*,false
MUC,NCL,condor.com,airport,false,*,*,false
PDX,BGW,condor.com,airport,false,*,*,false
MRU,BEG,condor.com,airport,false,*,*,false
PMI,AGA,condor.com,airport,false,*,*,false
MUC,NTE,condor.com,airport,false,*,*,false
PMI,RAK,condor.com,airport,false,*,*,false
MUC,OUD,condor.com,airport,false,*,*,false
MLE,VIE,condor.com,airport,false,*,*,false
LAX,THR,condor.com,airport,false,*,*,false
PDX,JED,condor.com,airport,false,*,*,false
MRU,BHX,condor.com,airport,false,*,*,false
MIA,GVA,condor.com,airport,false,*,*,false
LAX,GVA,condor.com,airport,false,*,*,false
PMI,CPT,condor.com,airport,false,*,*,false
LEJ,SOF,condor.com,airport,false,*,*,false
MUC,CPT,condor.com,airport,false,*,*,false
MUC,RBA,condor.com,airport,false,*,*,false
MUC,GMZ,condor.com,airport,false,*,*,false
LEJ,HAU,condor.com,airport,false,*,*,false
MLE,PAR,condor.com,airport,false,*,*,false
MBJ,BOM,condor.com,airport,false,*,*,false
RLG,PRG,condor.com,airport,false,*,*,false
MUC,SKG,condor.com,airport,false,*,*,false
PDX,FRA,condor.com,airport,false,*,*,false
MUC,SUF,condor.com,airport,false,*,*,false
LEJ,ZRH,condor.com,airport,false,*,*,false
LEJ,TCI,condor.com,airport,false,*,*,false
PHX,DEL,condor.com,airport,false,*,*,false
MUC,TZL,condor.com,airport,false,*,*,false
PHX,KWI,condor.com,airport,false,*,*,false
MUC,VIE,condor.com,airport,false,*,*,false
PMI,BLQ,condor.com,airport,false,*,*,false
MUC,WAW,condor.com,airport,false,*,*,false
ROM,PMO,condor.com,airport,false,*,*,false
MUC,YTO,condor.com,airport,false,*,*,false
LEJ,IJK,condor.com,airport,false,*,*,false
MUC,YYC,condor.com,airport,false,*,*,false
MUC,EBL,condor.com,airport,false,*,*,false
MRU,NCE,condor.com,airport,false,*,*,false
MIL,FRA,condor.com,airport,false,*,*,false
MRU,OMO,condor.com,airport,false,*,*,false
LAX,SKG,condor.com,airport,false,*,*,false
LEJ,THR,condor.com,airport,false,*,*,false
MLE,GVA,condor.com,airport,false,*,*,false
MRU,PRG,condor.com,airport,false,*,*,false
MLE,RAK,condor.com,airport,false,*,*,false
MRU,RIO,condor.com,airport,false,*,*,false
RHO,STR,condor.com,airport,false,*,*,false
MRU,SZG,condor.com,airport,false,*,*,false
MRU,AMS,condor.com,airport,false,*,*,false
NUE,MMA,condor.com,airport,false,*,*,false
MIA,BOM,condor.com,airport,false,*,*,false
MRU,TIA,condor.com,airport,false,*,*,false
MIA,BUH,condor.com,airport,false,*,*,false
LEJ,TIP,condor.com,airport,false,*,*,false
PDX,MIL,condor.com,airport,false,*,*,false
MSP,AMM,condor.com,airport,false,*,*,false
MIA,DUS,condor.com,airport,false,*,*,false
NUE,RUH,condor.com,airport,false,*,*,false
PHX,CAI,condor.com,airport,false,*,*,false
NUE,TCI,condor.com,airport,false,*,*,false
PHX,DOH,condor.com,airport,false,*,*,false
NUE,TUN,condor.com,airport,false,*,*,false
LAX,EAP,condor.com,airport,false,*,*,false
NUE,VLC,condor.com,airport,false,*,*,false
MUC,BRI,condor.com,airport,false,*,*,false
LEJ,ADD,condor.com,airport,false,*,*,false
PMI,BAH,condor.com,airport,false,*,*,false
MSP,AUH,condor.com,airport,false,*,*,false
PMI,CGN,condor.com,airport,false,*,*,false
LEJ,VIE,condor.com,airport,false,*,*,false
MUC,BUD,condor.com,airport,false,*,*,false
NYC,BUH,condor.com,airport,false,*,*,false
LAX,AMS,condor.com,airport,false,*,*,false
NYC,COK,condor.com,airport,false,*,*,false
MIA,MAD,condor.com,airport,false,*,*,false
MBJ,WAW,condor.com,airport,false,*,*,false
LAX,ROM,condor.com,airport,false,*,*,false
MSP,CEI,condor.com,airport,false,*,*,false
LEJ,AMS,condor.com,airport,false,*,*,false
MIA,BAH,condor.com,airport,false,*,*,false
PMI,PRG,condor.com,airport,false,*,*,false
MSP,DXB,condor.com,airport,false,*,*,false
MIL,CUN,condor.com,airport,false,*,*,false
LEJ,VLC,condor.com,airport,false,*,*,false
MIL,ULN,condor.com,airport,false,*,*,false
NYC,LED,condor.com,airport,false,*,*,false
LPA,LEJ,condor.com,airport,false,*,*,false
NYC,NCE,condor.com,airport,false,*,*,false
LEJ,AUH,condor.com,airport,false,*,*,false
NYC,PAR,condor.com,airport,false,*,*,false
LEJ,PRG,condor.com,airport,false,*,*,false
NYC,PSA,condor.com,airport,false,*,*,false
PUJ,MAD,condor.com,airport,false,*,*,false
NYC,STR,condor.com,airport,false,*,*,false
RHO,DUS,condor.com,airport,false,*,*,false
NYC,VIE,condor.com,airport,false,*,*,false
MLE,SZG,condor.com,airport,false,*,*,false
MSP,JED,condor.com,airport,false,*,*,false
RHO,MUC,condor.com,airport,false,*,*,false
OLB,MUC,condor.com,airport,false,*,*,false
RLG,ATH,condor.com,airport,false,*,*,false
PAR,EVN,condor.com,airport,false,*,*,false
ROM,CUN,condor.com,airport,false,*,*,false
MSP,LKO,condor.com,airport,false,*,*,false
MUC,MOW,condor.com,airport,false,*,*,false
PDX,ANK,condor.com,airport,false,*,*,false
MUC,BUH,condor.com,airport,false,*,*,false
MUC,CAG,condor.com,airport,false,*,*,false
FRA,MVY,condor.com,airport,false,*,*,false
FRA,MRS,condor.com,airport,false,*,*,false
JNB,KTW,condor.com,airport,false,*,*,false
FRA,ORL,condor.com,airport,false,*,*,false
FRA,STL,condor.com,airport,false,*,*,false
FRA,OSL,condor.com,airport,false,*,*,false
IBZ,LCA,condor.com,airport,false,*,*,false
FRA,OVB,condor.com,airport,false,*,*,false
HAV,ADD,condor.com,airport,false,*,*,false
HAV,CCS,condor.com,airport,false,*,*,false
HAM,GLA,condor.com,airport,false,*,*,false
FRA,BNX,condor.com,airport,false,*,*,false
FRA,CEK,condor.com,airport,false,*,*,false
FRA,LIS,condor.com,airport,false,*,*,false
HAM,PVK,condor.com,airport,false,*,*,false
HAV,DXB,condor.com,airport,false,*,*,false
FRA,NCE,condor.com,airport,false,*,*,false
FRA,POP,condor.com,airport,false,*,*,false
KGS,ERF,condor.com,airport,false,*,*,false
FRA,POS,condor.com,airport,false,*,*,false
FRA,OMA,condor.com,airport,false,*,*,false
FRA,PRG,condor.com,airport,false,*,*,false
HRG,EDI,condor.com,airport,false,*,*,false
FRA,ZRH,condor.com,airport,false,*,*,false
HRG,JED,condor.com,airport,false,*,*,false
FRA,PTY,condor.com,airport,false,*,*,false
HRG,MIL,condor.com,airport,false,*,*,false
HAV,KRK,condor.com,airport,false,*,*,false
FRA,KBV,condor.com,airport,false,*,*,false
HAV,LON,condor.com,airport,false,*,*,false
IBZ,CAI,condor.com,airport,false,*,*,false
HAV,MAD,condor.com,airport,false,*,*,false
HAM,RAK,condor.com,airport,false,*,*,false
FUE,LEJ,condor.com,airport,false,*,*,false
FRA,NBO,condor.com,airport,false,*,*,false
HAV,MLE,condor.com,airport,false,*,*,false
JNB,DUB,condor.com,airport,false,*,*,false
FRA,DAM,condor.com,airport,false,*,*,false
KGS,CGN,condor.com,airport,false,*,*,false
HAV,MSQ,condor.com,airport,false,*,*,false
KGS,HAM,condor.com,airport,false,*,*,false
HAM,ACE,condor.com,airport,false,*,*,false
FRA,BIO,condor.com,airport,false,*,*,false
FRA,PVK,condor.com,airport,false,*,*,false
LAS,CAI,condor.com,airport,false,*,*,false
HAV,OVB,condor.com,airport,false,*,*,false
FRA,SMI,condor.com,airport,false,*,*,false
HAV,PAR,condor.com,airport,false,*,*,false
FRA,SPC,condor.com,airport,false,*,*,false
HAV,RUH,condor.com,airport,false,*,*,false
FRA,GRJ,condor.com,airport,false,*,*,false
FRA,HNL,condor.com,airport,false,*,*,false
FRA,SPX,condor.com,airport,false,*,*,false
FRA,MAN,condor.com,airport,false,*,*,false
HAM,KUT,condor.com,airport,false,*,*,false
HER,BCN,condor.com,airport,false,*,*,false
HAM,LEB,condor.com,airport,false,*,*,false
HER,DOH,condor.com,airport,false,*,*,false
HRG,PUJ,condor.com,airport,false,*,*,false
HAM,ALC,condor.com,airport,false,*,*,false
HAM,MAD,condor.com,airport,false,*,*,false
FRA,RJK,condor.com,airport,false,*,*,false
HAM,PAR,condor.com,airport,false,*,*,false
FRA,FNC,condor.com,airport,false,*,*,false
FRA,TBS,condor.com,airport,false,*,*,false
FRA,CAP,condor.com,airport,false,*,*,false
HAM,PZU,condor.com,airport,false,*,*,false
HAM,ATH,condor.com,airport,false,*,*,false
IBZ,JED,condor.com,airport,false,*,*,false
FRA,GLA,condor.com,airport,false,*,*,false
IBZ,MUC,condor.com,airport,false,*,*,false
FRA,SCQ,condor.com,airport,false,*,*,false
FRA,TPA,condor.com,airport,false,*,*,false
FRA,GMZ,condor.com,airport,false,*,*,false
JNB,BRU,condor.com,airport,false,*,*,false
HOG,MAN,condor.com,airport,false,*,*,false
FRA,GRZ,condor.com,airport,false,*,*,false
FRA,MIL,condor.com,airport,false,*,*,false
FRA,KVA,condor.com,airport,false,*,*,false
HRG,BCN,condor.com,airport,false,*,*,false
HAM,VLC,condor.com,airport,false,*,*,false
FRA,GOT,condor.com,airport,false,*,*,false
HAM,YEA,condor.com,airport,false,*,*,false
FRA,SID,condor.com,airport,false,*,*,false
FRA,HAN,condor.com,airport,false,*,*,false
HRG,BHX,condor.com,airport,false,*,*,false
KVA,FLR,condor.com,airport,false,*,*,false
HRG,BRE,condor.com,airport,false,*,*,false
LAS,AMM,condor.com,airport,false,*,*,false
HAM,DAM,condor.com,airport,false,*,*,false
LAS,BRU,condor.com,airport,false,*,*,false
HRG,CMN,condor.com,airport,false,*,*,false
HAV,ATH,condor.com,airport,false,*,*,false
HRG,DRS,condor.com,airport,false,*,*,false
HAM,AMS,condor.com,airport,false,*,*,false
HAM,AQJ,condor.com,airport,false,*,*,false
CGN,LON,condor.com,airport,false,*,*,false
DXB,STO,condor.com,airport,false,*,*,false
DXB,BEG,condor.com,airport,false,*,*,false
CPT,DUB,condor.com,airport,false,*,*,false
FDH,AGP,condor.com,airport,false,*,*,false
AGA,NTE,condor.com,airport,false,*,*,false
BEY,STO,condor.com,airport,false,*,*,false
CPT,LON,condor.com,airport,false,*,*,false
DXB,KUN,condor.com,airport,false,*,*,false
BWI,FRA,condor.com,airport,false,*,*,false
EVN,NYC,condor.com,airport,false,*,*,false
CPT,POZ,condor.com,airport,false,*,*,false
AYT,BLQ,condor.com,airport,false,*,*,false
CPT,STR,condor.com,airport,false,*,*,false
AGA,LCA,condor.com,airport,false,*,*,false
BWI,MOW,condor.com,airport,false,*,*,false
CGN,NCE,condor.com,airport,false,*,*,false
BWI,PAR,condor.com,airport,false,*,*,false
DXB,EVN,condor.com,airport,false,*,*,false
BOS,DBV,condor.com,airport,false,*,*,false
DXB,MGA,condor.com,airport,false,*,*,false
CFU,FRA,condor.com,airport,false,*,*,false
EAP,BEY,condor.com,airport,false,*,*,false
BER,DEL,condor.com,airport,false,*,*,false
BGI,IST,condor.com,airport,false,*,*,false
AGA,OSL,condor.com,airport,false,*,*,false
BER,CCU,condor.com,airport,false,*,*,false
CUN,KWI,condor.com,airport,false,*,*,false
BKK,STR,condor.com,airport,false,*,*,false
AGA,BKK,condor.com,airport,false,*,*,false
AGA,GVA,condor.com,airport,false,*,*,false
CUN,PAR,condor.com,airport,false,*,*,false
CGN,NAP,condor.com,airport,false,*,*,false
CUN,POZ,condor.com,airport,false,*,*,false
DUS,TNG,condor.com,airport,false,*,*,false
BER,EBL,condor.com,airport,false,*,*,false
DXB,ALG,condor.com,airport,false,*,*,false
DTM,LON,condor.com,airport,false,*,*,false
DXB,BIO,condor.com,airport,false,*,*,false
AGA,ANK,condor.com,airport,false,*,*,false
DXB,GOT,condor.com,airport,false,*,*,false
CFU,HNL,condor.com,airport,false,*,*,false
DXB,LIM,condor.com,airport,false,*,*,false
BER,HAS,condor.com,airport,false,*,*,false
DXB,OSL,condor.com,airport,false,*,*,false
BER,HBE,condor.com,airport,false,*,*,false
FRA,ATH,condor.com,airport,false,*,*,false
AGA,SHJ,condor.com,airport,false,*,*,false
BOS,PMO,condor.com,airport,false,*,*,false
CFU,NTE,condor.com,airport,false,*,*,false
EVN,TUN,condor.com,airport,false,*,*,false
DUS,AMS,condor.com,airport,false,*,*,false
BKK,EAP,condor.com,airport,false,*,*,false
AGA,STO,condor.com,airport,false,*,*,false
FDH,BEY,condor.com,airport,false,*,*,false
AGA,STR,condor.com,airport,false,*,*,false
FKB,CAI,condor.com,airport,false,*,*,false
BER,KHI,condor.com,airport,false,*,*,false
BOS,CMN,condor.com,airport,false,*,*,false
DUS,BHX,condor.com,airport,false,*,*,false
AYT,GOT,condor.com,airport,false,*,*,false
DUS,BLR,condor.com,airport,false,*,*,false
BEY,BIO,condor.com,airport,false,*,*,false
DUS,BOD,condor.com,airport,false,*,*,false
DUS,SKG,condor.com,airport,false,*,*,false
AGA,TZX,condor.com,airport,false,*,*,false
BOS,BEY,condor.com,airport,false,*,*,false
AGA,YBG,condor.com,airport,false,*,*,false
BEY,OSL,condor.com,airport,false,*,*,false
BER,LGK,condor.com,airport,false,*,*,false
DUS,TLV,condor.com,airport,false,*,*,false
CFU,PSA,condor.com,airport,false,*,*,false
DUS,VLC,condor.com,airport,false,*,*,false
BOS,DOH,condor.com,airport,false,*,*,false
DXB,ALC,condor.com,airport,false,*,*,false
DUS,DAM,condor.com,airport,false,*,*,false
DXB,BCN,condor.com,airport,false,*,*,false
DUS,DUB,condor.com,airport,false,*,*,false
BEY,SVG,condor.com,airport,false,*,*,false
BER,LHE,condor.com,airport,false,*,*,false
DXB,BUD,condor.com,airport,false,*,*,false
DUS,EMA,condor.com,airport,false,*,*,false
DXB,FRA,condor.com,airport,false,*,*,false
BKK,WAW,condor.com,airport,false,*,*,false
CGN,OSL,condor.com,airport,false,*,*,false
CGN,EUN,condor.com,airport,false,*,*,false
DXB,KUT,condor.com,airport,false,*,*,false
BER,MED,condor.com,airport,false,*,*,false
DXB,LON,condor.com,airport,false,*,*,false
BER,MLE,condor.com,airport,false,*,*,false
BER,AMM,condor.com,airport,false,*,*,false
BER,MNL,condor.com,airport,false,*,*,false
BOS,IST,condor.com,airport,false,*,*,false
BER,NJF,condor.com,airport,false,*,*,false
DXB,TUN,condor.com,airport,false,*,*,false
DUS,KUF,condor.com,airport,false,*,*,false
EAP,BCN,condor.com,airport,false,*,*,false
CGN,FEZ,condor.com,airport,false,*,*,false
ACE,DUS,condor.com,airport,false,*,*,false
BER,RHO,condor.com,airport,false,*,*,false
EVN,MBJ,condor.com,airport,false,*,*,false
BER,SEZ,condor.com,airport,false,*,*,false
AGA,BAH,condor.com,airport,false,*,*,false
AGA,AUH,condor.com,airport,false,*,*,false
FAO,CMB,condor.com,airport,false,*,*,false
DUS,NCL,condor.com,airport,false,*,*,false
BKK,AGA,condor.com,airport,false,*,*,false
DUS,NDR,condor.com,airport,false,*,*,false
ANU,GDN,condor.com,airport,false,*,*,false
DUS,NKC,condor.com,airport,false,*,*,false
FDH,AMS,condor.com,airport,false,*,*,false
AGP,ANK,condor.com,airport,false,*,*,false
FDH,CAI,condor.com,airport,false,*,*,false
DUS,OMS,condor.com,airport,false,*,*,false
FDH,PTY,condor.com,airport,false,*,*,false
BER,THR,condor.com,airport,false,*,*,false
AGA,MED,condor.com,airport,false,*,*,false
BER,TSV,condor.com,airport,false,*,*,false
FNC,KTM,condor.com,airport,false,*,*,false
BER,UTP,condor.com,airport,false,*,*,false
FRA,ACE,condor.com,airport,false,*,*,false
AYT,LIM,condor.com,airport,false,*,*,false
AYT,CAI,condor.com,airport,false,*,*,false
DUS,RAE,condor.com,airport,false,*,*,false
CGN,LBA,condor.com,airport,false,*,*,false
BER,MCT,condor.com,airport,false,*,*,false
CGN,TTU,condor.com,airport,false,*,*,false
CGN,TZL,condor.com,airport,false,*,*,false